Dest_PC,Dest_City,Branch_PC,Branch_City,Branch,Dest,Response,ResponseMod,Distance,Duration
54673,Gaymühle,36214,Nentershausen,36214%2C%20Nentershausen,54673%2C%20Gaymühle,"{
   ""destination_addresses"" : [ ""Gaym\u00fchle, 54673, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""386 km"",
                  ""value"" : 385800
               },
               ""duration"" : {
                  ""text"" : ""4 hours 21 mins"",
                  ""value"" : 15650
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Gaymühle, 54673, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '386 km', 'value': 385800}, 'duration': {'text': '4 hours 21 mins', 'value': 15650}, 'status': 'OK'}]}], 'status': 'OK'}",386 km,4 hours 21 mins
56170,Bembsmühle,36214,Nentershausen,36214%2C%20Nentershausen,56170%2C%20Bembsmühle,"{
   ""destination_addresses"" : [ """" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""status"" : ""NOT_FOUND""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': [''], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'status': 'NOT_FOUND'}]}], 'status': 'OK'}",NOT_AVAILABLE,NOT_AVAILABLE
55239,Gau-Odernheim,36214,Nentershausen,36214%2C%20Nentershausen,55239%2C%20Gau-Odernheim,"{
   ""destination_addresses"" : [ ""55239 Gau-Odernheim, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""237 km"",
                  ""value"" : 236927
               },
               ""duration"" : {
                  ""text"" : ""2 hours 35 mins"",
                  ""value"" : 9309
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['55239 Gau-Odernheim, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '237 km', 'value': 236927}, 'duration': {'text': '2 hours 35 mins', 'value': 9309}, 'status': 'OK'}]}], 'status': 'OK'}",237 km,2 hours 35 mins
40477,Düsseldorf,36214,Nentershausen,36214%2C%20Nentershausen,40477%2C%20Düsseldorf,"{
   ""destination_addresses"" : [ ""40477 D\u00fcsseldorf, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""289 km"",
                  ""value"" : 288723
               },
               ""duration"" : {
                  ""text"" : ""3 hours 24 mins"",
                  ""value"" : 12224
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['40477 Düsseldorf, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '289 km', 'value': 288723}, 'duration': {'text': '3 hours 24 mins', 'value': 12224}, 'status': 'OK'}]}], 'status': 'OK'}",289 km,3 hours 24 mins
56288,Laubach,36214,Nentershausen,36214%2C%20Nentershausen,56288%2C%20Laubach,"{
   ""destination_addresses"" : [ ""56288 Laubach, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""277 km"",
                  ""value"" : 277034
               },
               ""duration"" : {
                  ""text"" : ""3 hours 5 mins"",
                  ""value"" : 11117
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['56288 Laubach, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '277 km', 'value': 277034}, 'duration': {'text': '3 hours 5 mins', 'value': 11117}, 'status': 'OK'}]}], 'status': 'OK'}",277 km,3 hours 5 mins
54646,Burg,36214,Nentershausen,36214%2C%20Nentershausen,54646%2C%20Burg,"{
   ""destination_addresses"" : [ ""54646 Burg, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""371 km"",
                  ""value"" : 371194
               },
               ""duration"" : {
                  ""text"" : ""4 hours 6 mins"",
                  ""value"" : 14733
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54646 Burg, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '371 km', 'value': 371194}, 'duration': {'text': '4 hours 6 mins', 'value': 14733}, 'status': 'OK'}]}], 'status': 'OK'}",371 km,4 hours 6 mins
48159,Münster,36214,Nentershausen,36214%2C%20Nentershausen,48159%2C%20Münster,"{
   ""destination_addresses"" : [ ""48159 M\u00fcnster, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""269 km"",
                  ""value"" : 269114
               },
               ""duration"" : {
                  ""text"" : ""3 hours 4 mins"",
                  ""value"" : 11067
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['48159 Münster, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '269 km', 'value': 269114}, 'duration': {'text': '3 hours 4 mins', 'value': 11067}, 'status': 'OK'}]}], 'status': 'OK'}",269 km,3 hours 4 mins
54516,Wittlich,36214,Nentershausen,36214%2C%20Nentershausen,54516%2C%20Wittlich,"{
   ""destination_addresses"" : [ ""Wittlich, 54516 Wittlich-Land, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""314 km"",
                  ""value"" : 314339
               },
               ""duration"" : {
                  ""text"" : ""3 hours 26 mins"",
                  ""value"" : 12336
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Wittlich, 54516 Wittlich-Land, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '314 km', 'value': 314339}, 'duration': {'text': '3 hours 26 mins', 'value': 12336}, 'status': 'OK'}]}], 'status': 'OK'}",314 km,3 hours 26 mins
35088,Battenberg,36214,Nentershausen,36214%2C%20Nentershausen,35088%2C%20Battenberg,"{
   ""destination_addresses"" : [ ""35088 Battenberg, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""129 km"",
                  ""value"" : 128579
               },
               ""duration"" : {
                  ""text"" : ""1 hour 59 mins"",
                  ""value"" : 7121
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['35088 Battenberg, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '129 km', 'value': 128579}, 'duration': {'text': '1 hour 59 mins', 'value': 7121}, 'status': 'OK'}]}], 'status': 'OK'}",129 km,1 hour 59 mins
55758,Hammerbirkenfeld,36214,Nentershausen,36214%2C%20Nentershausen,55758%2C%20Hammerbirkenfeld,"{
   ""destination_addresses"" : [ ""Hammerbirkenfeld, 55758 Hellertshausen, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""310 km"",
                  ""value"" : 309822
               },
               ""duration"" : {
                  ""text"" : ""3 hours 30 mins"",
                  ""value"" : 12587
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Hammerbirkenfeld, 55758 Hellertshausen, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '310 km', 'value': 309822}, 'duration': {'text': '3 hours 30 mins', 'value': 12587}, 'status': 'OK'}]}], 'status': 'OK'}",310 km,3 hours 30 mins
49599,Voltlage,36214,Nentershausen,36214%2C%20Nentershausen,49599%2C%20Voltlage,"{
   ""destination_addresses"" : [ ""49599 Voltlage, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""275 km"",
                  ""value"" : 275262
               },
               ""duration"" : {
                  ""text"" : ""3 hours 16 mins"",
                  ""value"" : 11735
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['49599 Voltlage, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '275 km', 'value': 275262}, 'duration': {'text': '3 hours 16 mins', 'value': 11735}, 'status': 'OK'}]}], 'status': 'OK'}",275 km,3 hours 16 mins
56751,Polch,36214,Nentershausen,36214%2C%20Nentershausen,56751%2C%20Polch,"{
   ""destination_addresses"" : [ ""56751 Polch, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""250 km"",
                  ""value"" : 250197
               },
               ""duration"" : {
                  ""text"" : ""2 hours 49 mins"",
                  ""value"" : 10134
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['56751 Polch, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '250 km', 'value': 250197}, 'duration': {'text': '2 hours 49 mins', 'value': 10134}, 'status': 'OK'}]}], 'status': 'OK'}",250 km,2 hours 49 mins
30175,Hannover,36214,Nentershausen,36214%2C%20Nentershausen,30175%2C%20Hannover,"{
   ""destination_addresses"" : [ ""30175 Hanover, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""193 km"",
                  ""value"" : 193102
               },
               ""duration"" : {
                  ""text"" : ""2 hours 22 mins"",
                  ""value"" : 8538
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['30175 Hanover, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '193 km', 'value': 193102}, 'duration': {'text': '2 hours 22 mins', 'value': 8538}, 'status': 'OK'}]}], 'status': 'OK'}",193 km,2 hours 22 mins
38889,Wienrode,36214,Nentershausen,36214%2C%20Nentershausen,38889%2C%20Wienrode,"{
   ""destination_addresses"" : [ ""Wienrode, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""145 km"",
                  ""value"" : 144831
               },
               ""duration"" : {
                  ""text"" : ""2 hours 21 mins"",
                  ""value"" : 8435
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Wienrode, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '145 km', 'value': 144831}, 'duration': {'text': '2 hours 21 mins', 'value': 8435}, 'status': 'OK'}]}], 'status': 'OK'}",145 km,2 hours 21 mins
57629,Lochum,36214,Nentershausen,36214%2C%20Nentershausen,57629%2C%20Lochum,"{
   ""destination_addresses"" : [ ""Lochum, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""198 km"",
                  ""value"" : 197922
               },
               ""duration"" : {
                  ""text"" : ""2 hours 26 mins"",
                  ""value"" : 8749
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Lochum, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '198 km', 'value': 197922}, 'duration': {'text': '2 hours 26 mins', 'value': 8749}, 'status': 'OK'}]}], 'status': 'OK'}",198 km,2 hours 26 mins
56283,Wildenbungert,36214,Nentershausen,36214%2C%20Nentershausen,56283%2C%20Wildenbungert,"{
   ""destination_addresses"" : [ ""56283 N\u00f6rtershausen, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""268 km"",
                  ""value"" : 267609
               },
               ""duration"" : {
                  ""text"" : ""3 hours 4 mins"",
                  ""value"" : 11038
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['56283 Nörtershausen, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '268 km', 'value': 267609}, 'duration': {'text': '3 hours 4 mins', 'value': 11038}, 'status': 'OK'}]}], 'status': 'OK'}",268 km,3 hours 4 mins
49757,Vrees,36214,Nentershausen,36214%2C%20Nentershausen,49757%2C%20Vrees,"{
   ""destination_addresses"" : [ ""49757 Vrees, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""324 km"",
                  ""value"" : 323557
               },
               ""duration"" : {
                  ""text"" : ""3 hours 53 mins"",
                  ""value"" : 13986
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['49757 Vrees, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '324 km', 'value': 323557}, 'duration': {'text': '3 hours 53 mins', 'value': 13986}, 'status': 'OK'}]}], 'status': 'OK'}",324 km,3 hours 53 mins
52070,Aachen,36214,Nentershausen,36214%2C%20Nentershausen,52070%2C%20Aachen,"{
   ""destination_addresses"" : [ ""52070 Aachen, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""358 km"",
                  ""value"" : 358375
               },
               ""duration"" : {
                  ""text"" : ""3 hours 56 mins"",
                  ""value"" : 14142
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['52070 Aachen, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '358 km', 'value': 358375}, 'duration': {'text': '3 hours 56 mins', 'value': 14142}, 'status': 'OK'}]}], 'status': 'OK'}",358 km,3 hours 56 mins
37235,Hessisch Lichtenau,36214,Nentershausen,36214%2C%20Nentershausen,37235%2C%20Hessisch Lichtenau,"{
   ""destination_addresses"" : [ ""37235 Hessisch Lichtenau, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""39.6 km"",
                  ""value"" : 39608
               },
               ""duration"" : {
                  ""text"" : ""36 mins"",
                  ""value"" : 2141
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['37235 Hessisch Lichtenau, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '39.6 km', 'value': 39608}, 'duration': {'text': '36 mins', 'value': 2141}, 'status': 'OK'}]}], 'status': 'OK'}",39.6 km,36 mins
33604,Bielefeld,36214,Nentershausen,36214%2C%20Nentershausen,33604%2C%20Bielefeld,"{
   ""destination_addresses"" : [ ""33604 Bielefeld, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""194 km"",
                  ""value"" : 194412
               },
               ""duration"" : {
                  ""text"" : ""2 hours 20 mins"",
                  ""value"" : 8423
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['33604 Bielefeld, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '194 km', 'value': 194412}, 'duration': {'text': '2 hours 20 mins', 'value': 8423}, 'status': 'OK'}]}], 'status': 'OK'}",194 km,2 hours 20 mins
54689,Jucken,36214,Nentershausen,36214%2C%20Nentershausen,54689%2C%20Jucken,"{
   ""destination_addresses"" : [ ""54689 Jucken, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""385 km"",
                  ""value"" : 384567
               },
               ""duration"" : {
                  ""text"" : ""4 hours 12 mins"",
                  ""value"" : 15128
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54689 Jucken, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '385 km', 'value': 384567}, 'duration': {'text': '4 hours 12 mins', 'value': 15128}, 'status': 'OK'}]}], 'status': 'OK'}",385 km,4 hours 12 mins
54531,Buchholz,36214,Nentershausen,36214%2C%20Nentershausen,54531%2C%20Buchholz,"{
   ""destination_addresses"" : [ ""21244 Buchholz in der Nordheide, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""317 km"",
                  ""value"" : 317107
               },
               ""duration"" : {
                  ""text"" : ""3 hours 44 mins"",
                  ""value"" : 13452
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['21244 Buchholz in der Nordheide, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '317 km', 'value': 317107}, 'duration': {'text': '3 hours 44 mins', 'value': 13452}, 'status': 'OK'}]}], 'status': 'OK'}",317 km,3 hours 44 mins
54597,Kleinlangenfeld,36214,Nentershausen,36214%2C%20Nentershausen,54597%2C%20Kleinlangenfeld,"{
   ""destination_addresses"" : [ ""54597 Kleinlangenfeld, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""327 km"",
                  ""value"" : 327060
               },
               ""duration"" : {
                  ""text"" : ""3 hours 45 mins"",
                  ""value"" : 13506
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54597 Kleinlangenfeld, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '327 km', 'value': 327060}, 'duration': {'text': '3 hours 45 mins', 'value': 13506}, 'status': 'OK'}]}], 'status': 'OK'}",327 km,3 hours 45 mins
55232,Alzey,36214,Nentershausen,36214%2C%20Nentershausen,55232%2C%20Alzey,"{
   ""destination_addresses"" : [ ""55232 Ensheim, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""241 km"",
                  ""value"" : 240688
               },
               ""duration"" : {
                  ""text"" : ""2 hours 36 mins"",
                  ""value"" : 9334
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['55232 Ensheim, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '241 km', 'value': 240688}, 'duration': {'text': '2 hours 36 mins', 'value': 9334}, 'status': 'OK'}]}], 'status': 'OK'}",241 km,2 hours 36 mins
59846,Sundern,36214,Nentershausen,36214%2C%20Nentershausen,59846%2C%20Sundern,"{
   ""destination_addresses"" : [ ""59846 Sundern, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""226 km"",
                  ""value"" : 225840
               },
               ""duration"" : {
                  ""text"" : ""2 hours 43 mins"",
                  ""value"" : 9789
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['59846 Sundern, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '226 km', 'value': 225840}, 'duration': {'text': '2 hours 43 mins', 'value': 9789}, 'status': 'OK'}]}], 'status': 'OK'}",226 km,2 hours 43 mins
35099,Burgwald,36214,Nentershausen,36214%2C%20Nentershausen,35099%2C%20Burgwald,"{
   ""destination_addresses"" : [ ""35099 Burgwald, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""119 km"",
                  ""value"" : 118824
               },
               ""duration"" : {
                  ""text"" : ""1 hour 50 mins"",
                  ""value"" : 6592
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['35099 Burgwald, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '119 km', 'value': 118824}, 'duration': {'text': '1 hour 50 mins', 'value': 6592}, 'status': 'OK'}]}], 'status': 'OK'}",119 km,1 hour 50 mins
35759,Driedorf,36214,Nentershausen,36214%2C%20Nentershausen,35759%2C%20Driedorf,"{
   ""destination_addresses"" : [ ""35759 Driedorf, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""173 km"",
                  ""value"" : 172612
               },
               ""duration"" : {
                  ""text"" : ""2 hours 0 mins"",
                  ""value"" : 7171
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['35759 Driedorf, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '173 km', 'value': 172612}, 'duration': {'text': '2 hours 0 mins', 'value': 7171}, 'status': 'OK'}]}], 'status': 'OK'}",173 km,2 hours 0 mins
55471,Wüschheim,36214,Nentershausen,36214%2C%20Nentershausen,55471%2C%20Wüschheim,"{
   ""destination_addresses"" : [ ""W\u00fcschheim, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""284 km"",
                  ""value"" : 283697
               },
               ""duration"" : {
                  ""text"" : ""3 hours 9 mins"",
                  ""value"" : 11347
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Wüschheim, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '284 km', 'value': 283697}, 'duration': {'text': '3 hours 9 mins', 'value': 11347}, 'status': 'OK'}]}], 'status': 'OK'}",284 km,3 hours 9 mins
31600,Uchte,36214,Nentershausen,36214%2C%20Nentershausen,31600%2C%20Uchte,"{
   ""destination_addresses"" : [ ""31600 Uchte, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""265 km"",
                  ""value"" : 264791
               },
               ""duration"" : {
                  ""text"" : ""3 hours 11 mins"",
                  ""value"" : 11443
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['31600 Uchte, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '265 km', 'value': 264791}, 'duration': {'text': '3 hours 11 mins', 'value': 11443}, 'status': 'OK'}]}], 'status': 'OK'}",265 km,3 hours 11 mins
31812,Bad Pyrmont,36214,Nentershausen,36214%2C%20Nentershausen,31812%2C%20Bad Pyrmont,"{
   ""destination_addresses"" : [ ""31812 Bad Pyrmont, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""179 km"",
                  ""value"" : 179465
               },
               ""duration"" : {
                  ""text"" : ""2 hours 24 mins"",
                  ""value"" : 8632
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['31812 Bad Pyrmont, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '179 km', 'value': 179465}, 'duration': {'text': '2 hours 24 mins', 'value': 8632}, 'status': 'OK'}]}], 'status': 'OK'}",179 km,2 hours 24 mins
49838,Handrup,36214,Nentershausen,36214%2C%20Nentershausen,49838%2C%20Handrup,"{
   ""destination_addresses"" : [ ""49838 Handrup, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""302 km"",
                  ""value"" : 301687
               },
               ""duration"" : {
                  ""text"" : ""3 hours 34 mins"",
                  ""value"" : 12856
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['49838 Handrup, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '302 km', 'value': 301687}, 'duration': {'text': '3 hours 34 mins', 'value': 12856}, 'status': 'OK'}]}], 'status': 'OK'}",302 km,3 hours 34 mins
55130,Mainz,36214,Nentershausen,36214%2C%20Nentershausen,55130%2C%20Mainz,"{
   ""destination_addresses"" : [ ""55130 Mainz, Germany"" ],
   ""origin_addresses"" : [ ""36214 Nentershausen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""209 km"",
                  ""value"" : 208950
               },
               ""duration"" : {
                  ""text"" : ""2 hours 20 mins"",
                  ""value"" : 8420
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['55130 Mainz, Germany'], 'origin_addresses': ['36214 Nentershausen, Germany'], 'rows': [{'elements': [{'distance': {'text': '209 km', 'value': 208950}, 'duration': {'text': '2 hours 20 mins', 'value': 8420}, 'status': 'OK'}]}], 'status': 'OK'}",209 km,2 hours 20 mins
