BusinessTripId,StartDate,EndDate,EmployeeId,PostalCode,City,OvernightStays,HotelCosts,TravelCosts,Currency,StrategicRegionId
BT124511,2003-10-18,2003-10-19,E107850,36289,Friedewald,1,0.0,27.37,EUR,GER100003
BT124515,2003-10-18,2003-10-20,E107590,36304,Alsfeld,2,0.0,58.36,EUR,GER100003
BT124524,2003-10-19,2003-10-23,E107652,36282,Hauneck,4,0.0,99.52,EUR,GER100003
BT124527,2003-10-20,2003-10-22,E107882,36280,Oberaula,2,0.0,57.48,EUR,GER100003
BT124536,2003-10-21,2003-10-23,E107821,36282,Hauneck,2,0.0,63.06,EUR,GER100003
BT124544,2003-10-22,2003-10-27,E107681,36269,Philippsthal,5,0.0,163.78,EUR,GER100003
BT124552,2003-10-22,2003-10-24,E107623,36282,Hauneck,2,0.0,61.88,EUR,GER100003
BT124558,2003-10-23,2003-10-28,E107763,36277,Schenklengsfeld,5,0.0,177.09,EUR,GER100003
BT124562,2003-10-24,2003-10-26,E107601,36272,Niederaula,2,0.0,57.86,EUR,GER100003
BT124565,2003-10-24,2003-10-25,E107958,36269,Philippsthal,1,0.0,25.26,EUR,GER100003
BT124573,2003-10-24,2003-10-25,E107672,36284,Hohenroda,1,0.0,27.79,EUR,GER100003
BT124579,2003-10-26,2003-10-30,E107590,36287,Breitenbach,4,0.0,126.94,EUR,GER100003
BT124584,2003-10-26,2003-10-29,E107672,36287,Breitenbach,3,0.0,98.69,EUR,GER100003
BT124587,2003-10-27,2003-10-29,E107590,36284,Hohenroda,2,0.0,59.39,EUR,GER100003
BT124590,2003-10-27,2003-10-30,E107672,36318,Schwalmtal,3,0.0,98.06,EUR,GER100003
BT124596,2003-10-28,2003-11-01,E107623,36275,Kirchheim,4,0.0,126.61,EUR,GER100003
BT124604,2003-10-31,2003-11-03,E107958,36251,Bad Hersfeld,3,0.0,77.98,EUR,GER100003
BT124608,2003-10-31,2003-11-01,E107941,36287,Breitenbach,1,0.0,29.59,EUR,GER100003
BT124613,2003-10-31,2003-11-05,E107590,36304,Alsfeld,5,0.0,120.64,EUR,GER100003
BT124620,2003-11-01,2003-11-04,E107590,36284,Hohenroda,3,0.0,86.52,EUR,GER100003
BT124626,2003-11-03,2003-11-05,E107850,36318,Schwalmtal,2,0.0,71.27,EUR,GER100003
BT124629,2003-11-04,2003-11-08,E107969,36217,Ronshausen,4,0.0,100.24,EUR,GER100003
BT124630,2003-11-04,2003-11-04,E107836,36277,Schenklengsfeld,0,0.0,0.0,EUR,GER100003
BT124635,2003-11-06,2003-11-09,E107836,36275,Kirchheim,3,0.0,100.64,EUR,GER100003
BT124643,2003-11-07,2003-11-11,E107681,36272,Niederaula,4,0.0,142.91,EUR,GER100003
BT124649,2003-11-07,2003-11-10,E107882,36282,Hauneck,3,0.0,93.4,EUR,GER100003
BT124650,2003-11-07,2003-11-08,E107623,36275,Kirchheim,1,0.0,33.9,EUR,GER100003
BT124657,2003-11-07,2003-11-12,E107590,36289,Friedewald,5,0.0,154.74,EUR,GER100003
BT124663,2003-11-08,2003-11-11,E107837,36304,Alsfeld,3,0.0,104.41,EUR,GER100003
BT124666,2003-11-09,2003-11-14,E107886,36269,Philippsthal,5,0.0,178.59,EUR,GER100003
BT124671,2003-11-09,2003-11-12,E107623,36277,Schenklengsfeld,3,0.0,77.93,EUR,GER100003
BT124673,2003-11-09,2003-11-12,E107836,36284,Hohenroda,3,0.0,77.65,EUR,GER100003
BT124681,2003-11-09,2003-11-13,E107653,36287,Breitenbach,4,0.0,125.98,EUR,GER100003
BT124685,2003-11-10,2003-11-10,E107886,36272,Niederaula,0,0.0,0.0,EUR,GER100003
BT124686,2003-11-10,2003-11-15,E107601,36217,Ronshausen,5,0.0,140.9,EUR,GER100003
BT124690,2003-11-10,2003-11-12,E107936,36318,Schwalmtal,2,0.0,59.47,EUR,GER100003
BT124691,2003-11-11,2003-11-16,E107653,36286,Neuenstein,5,0.0,172.44,EUR,GER100003
BT124699,2003-11-12,2003-11-13,E107941,36289,Friedewald,1,0.0,28.51,EUR,GER100003
BT124707,2003-11-13,2003-11-17,E107691,36217,Ronshausen,4,0.0,127.14,EUR,GER100003
BT124708,2003-11-13,2003-11-16,E107958,36251,Bad Hersfeld,3,0.0,95.43,EUR,GER100003
BT124710,2003-11-13,2003-11-17,E107936,36289,Friedewald,4,0.0,128.37,EUR,GER100003
BT124716,2003-11-15,2003-11-15,E107882,36280,Oberaula,0,0.0,0.0,EUR,GER100003
BT124722,2003-11-16,2003-11-19,E107938,36284,Hohenroda,3,0.0,103.78,EUR,GER100003
BT124730,2003-11-17,2003-11-21,E107821,36284,Hohenroda,4,0.0,122.54,EUR,GER100003
BT124738,2003-11-18,2003-11-19,E107958,36266,Heringen,1,0.0,26.87,EUR,GER100003
BT124740,2003-11-18,2003-11-18,E107882,36282,Hauneck,0,0.0,0.0,EUR,GER100003
BT124745,2003-11-19,2003-11-21,E107882,36272,Niederaula,2,0.0,68.06,EUR,GER100003
BT124748,2003-11-19,2003-11-23,E107941,36286,Neuenstein,4,0.0,111.07,EUR,GER100003
BT124751,2003-11-20,2003-11-23,E107941,36304,Alsfeld,3,0.0,97.09,EUR,GER100003
BT124752,2003-11-21,2003-11-22,E107938,36282,Hauneck,1,0.0,27.69,EUR,GER100003
BT124756,2003-11-21,2003-11-23,E107623,36282,Hauneck,2,0.0,65.49,EUR,GER100003
BT124758,2003-11-21,2003-11-25,E107623,36282,Hauneck,4,0.0,100.0,EUR,GER100003
BT124763,2003-11-21,2003-11-22,E107590,36318,Schwalmtal,1,0.0,30.07,EUR,GER100003
BT124766,2003-11-22,2003-11-22,E107850,36304,Alsfeld,0,0.0,0.0,EUR,GER100003
BT124769,2003-11-23,2003-11-28,E107681,36266,Heringen,5,0.0,126.57,EUR,GER100003
BT124772,2003-11-23,2003-11-23,E107837,36318,Schwalmtal,0,0.0,0.0,EUR,GER100003
BT124779,2003-11-23,2003-11-26,E107590,36284,Hohenroda,3,0.0,89.71,EUR,GER100003
BT124785,2003-11-24,2003-11-29,E107936,36287,Breitenbach,5,0.0,139.59,EUR,GER100003
BT124792,2003-11-25,2003-11-25,E107850,36318,Schwalmtal,0,0.0,0.0,EUR,GER100003
BT124802,2003-11-26,2003-11-26,E107836,36280,Oberaula,0,0.0,0.0,EUR,GER100003
BT124814,2003-11-29,2003-12-03,E107969,36269,Philippsthal,4,0.0,100.22,EUR,GER100003
BT124820,2003-11-30,2003-12-05,E107681,36272,Niederaula,5,0.0,168.91,EUR,GER100003
BT124822,2003-12-01,2003-12-03,E107590,36289,Friedewald,2,0.0,58.67,EUR,GER100003
BT124837,2003-12-02,2003-12-03,E107886,36251,Bad Hersfeld,1,0.0,27.44,EUR,GER100003
BT124839,2003-12-03,2003-12-06,E107837,36318,Schwalmtal,3,0.0,101.88,EUR,GER100003
BT124844,2003-12-04,2003-12-07,E107601,36217,Ronshausen,3,0.0,106.41,EUR,GER100003
BT124850,2003-12-04,2003-12-07,E107691,36217,Ronshausen,3,0.0,72.75,EUR,GER100003
BT124852,2003-12-04,2003-12-04,E107837,36289,Friedewald,0,0.0,0.0,EUR,GER100003
BT124859,2003-12-05,2003-12-09,E107886,36217,Ronshausen,4,0.0,126.53,EUR,GER100003
BT124864,2003-12-05,2003-12-07,E107886,36266,Heringen,2,0.0,60.35,EUR,GER100003
BT124868,2003-12-06,2003-12-06,E107936,36304,Alsfeld,0,0.0,0.0,EUR,GER100003
BT124875,2003-12-06,2003-12-09,E107837,36304,Alsfeld,3,0.0,99.73,EUR,GER100003
BT124882,2003-12-07,2003-12-12,E107886,36269,Philippsthal,5,0.0,168.22,EUR,GER100003
BT124887,2003-12-07,2003-12-11,E107821,36275,Kirchheim,4,0.0,102.2,EUR,GER100003
BT124894,2003-12-07,2003-12-09,E107936,34123,Kassel,2,361.05,27.19,EUR,GER100003
BT124896,2003-12-08,2003-12-11,E107590,36284,Hohenroda,3,0.0,94.17,EUR,GER100003
BT124897,2003-12-09,2003-12-14,E107691,36272,Niederaula,5,0.0,149.84,EUR,GER100003
BT124899,2003-12-09,2003-12-13,E107837,36318,Schwalmtal,4,0.0,130.94,EUR,GER100003
BT124905,2003-12-10,2003-12-12,E107601,36272,Niederaula,2,0.0,51.23,EUR,GER100003
BT124909,2003-12-12,2003-12-17,E107763,36272,Niederaula,5,0.0,173.15,EUR,GER100003
BT124914,2003-12-13,2003-12-13,E107837,36289,Friedewald,0,0.0,0.0,EUR,GER100003
BT124917,2003-12-13,2003-12-16,E107837,36318,Schwalmtal,3,0.0,78.55,EUR,GER100003
BT124921,2003-12-14,2003-12-16,E107681,36269,Philippsthal,2,0.0,70.43,EUR,GER100003
BT124924,2003-12-15,2003-12-20,E107601,36217,Ronshausen,5,0.0,124.95,EUR,GER100003
BT124931,2003-12-16,2003-12-18,E107969,36269,Philippsthal,2,0.0,68.47,EUR,GER100003
BT124938,2003-12-16,2003-12-21,E107882,36272,Niederaula,5,0.0,171.33,EUR,GER100003
BT124945,2003-12-16,2003-12-16,E107821,36277,Schenklengsfeld,0,0.0,0.0,EUR,GER100003
BT124949,2003-12-16,2003-12-19,E107936,36284,Hohenroda,3,0.0,98.01,EUR,GER100003
BT124960,2003-12-19,2003-12-22,E107681,36272,Niederaula,3,0.0,106.43,EUR,GER100003
BT124967,2003-12-19,2003-12-20,E107763,36282,Hauneck,1,0.0,27.47,EUR,GER100003
BT124972,2003-12-19,2003-12-22,E107936,36289,Friedewald,3,0.0,103.9,EUR,GER100003
BT124978,2003-12-19,2003-12-20,E107653,36318,Schwalmtal,1,0.0,33.84,EUR,GER100003
BT124985,2003-12-19,2003-12-23,E107837,36287,Breitenbach,4,0.0,117.56,EUR,GER100003
BT124991,2003-12-20,2003-12-21,E107886,36251,Bad Hersfeld,1,0.0,31.5,EUR,GER100003
BT124998,2003-12-21,2003-12-23,E107836,36277,Schenklengsfeld,2,0.0,48.63,EUR,GER100003
BT124999,2003-12-26,2003-12-28,E107681,36219,Cornberg,2,0.0,67.36,EUR,GER100003
BT125000,2003-12-27,2003-12-30,E107672,36284,Hohenroda,3,0.0,97.07,EUR,GER100003
BT125001,2003-12-28,2003-12-29,E107958,36251,Bad Hersfeld,1,0.0,33.86,EUR,GER100003
BT125006,2003-12-28,2003-12-29,E107836,36275,Kirchheim,1,0.0,25.77,EUR,GER100003
BT125014,2003-12-28,2003-12-29,E107938,36275,Kirchheim,1,0.0,25.55,EUR,GER100003
BT125020,2003-12-30,2004-01-04,E107623,36272,Niederaula,5,0.0,121.56,EUR,GER100003
BT125028,2003-12-31,2003-12-31,E107958,36272,Niederaula,0,0.0,0.0,EUR,GER100003
BT125035,2003-12-31,2004-01-02,E107836,36280,Oberaula,2,0.0,59.14,EUR,GER100003
BT125041,2003-12-31,2004-01-02,E107842,36284,Hohenroda,2,0.0,54.29,EUR,GER100003
BT125046,2003-12-31,2004-01-03,E107672,36286,Neuenstein,3,0.0,96.07,EUR,GER100003
BT125056,2004-01-03,2004-01-08,E107837,36286,Neuenstein,5,0.0,178.3,EUR,GER100003
BT125057,2004-01-04,2004-01-08,E107681,36272,Niederaula,4,0.0,118.81,EUR,GER100003
BT125062,2004-01-04,2004-01-05,E107590,36289,Friedewald,1,0.0,33.45,EUR,GER100003
BT125068,2004-01-04,2004-01-04,E107850,36284,Hohenroda,0,0.0,0.0,EUR,GER100003
BT125075,2004-01-05,2004-01-10,E107691,36269,Philippsthal,5,0.0,141.02,EUR,GER100003
BT125080,2004-01-05,2004-01-10,E107842,36275,Kirchheim,5,0.0,162.91,EUR,GER100003
BT125092,2004-01-06,2004-01-11,E107958,36219,Cornberg,5,0.0,123.04,EUR,GER100003
BT125095,2004-01-06,2004-01-07,E107837,36284,Hohenroda,1,0.0,30.7,EUR,GER100003
BT125100,2004-01-07,2004-01-09,E107681,36217,Ronshausen,2,0.0,51.84,EUR,GER100003
BT125105,2004-01-07,2004-01-10,E107763,36277,Schenklengsfeld,3,0.0,81.21,EUR,GER100003
BT125107,2004-01-07,2004-01-08,E107850,36289,Friedewald,1,0.0,25.5,EUR,GER100003
BT125109,2004-01-07,2004-01-08,E107850,36287,Breitenbach,1,0.0,27.65,EUR,GER100003
BT125112,2004-01-08,2004-01-12,E107836,36280,Oberaula,4,0.0,109.69,EUR,GER100003
BT125117,2004-01-09,2004-01-12,E107958,36269,Philippsthal,3,0.0,88.37,EUR,GER100003
BT125121,2004-01-10,2004-01-12,E107821,36280,Oberaula,2,0.0,57.04,EUR,GER100003
BT125129,2004-01-13,2004-01-16,E107958,36269,Philippsthal,3,0.0,98.55,EUR,GER100003
BT125132,2004-01-13,2004-01-14,E107936,36289,Friedewald,1,0.0,26.25,EUR,GER100003
BT125137,2004-01-13,2004-01-15,E107672,36318,Schwalmtal,2,0.0,55.66,EUR,GER100003
BT125140,2004-01-14,2004-01-19,E107691,36272,Niederaula,5,0.0,121.43,EUR,GER100003
BT125146,2004-01-14,2004-01-18,E107681,36219,Cornberg,4,0.0,140.0,EUR,GER100003
BT125154,2004-01-14,2004-01-16,E107763,36277,Schenklengsfeld,2,0.0,49.84,EUR,GER100003
BT125159,2004-01-14,2004-01-18,E107850,36287,Breitenbach,4,0.0,134.88,EUR,GER100003
BT125162,2004-01-15,2004-01-19,E107652,36275,Kirchheim,4,0.0,133.87,EUR,GER100003
BT125168,2004-01-15,2004-01-18,E107821,36277,Schenklengsfeld,3,0.0,82.72,EUR,GER100003
BT125170,2004-01-15,2004-01-19,E107672,36286,Neuenstein,4,0.0,101.33,EUR,GER100003
BT125177,2004-01-16,2004-01-19,E107936,36304,Alsfeld,3,0.0,74.28,EUR,GER100003
BT125183,2004-01-16,2004-01-17,E107837,36289,Friedewald,1,0.0,27.73,EUR,GER100003
BT125185,2004-01-16,2004-01-16,E107941,36287,Breitenbach,0,0.0,0.0,EUR,GER100003
BT125193,2004-01-17,2004-01-20,E107886,36269,Philippsthal,3,0.0,83.81,EUR,GER100003
BT125194,2004-01-17,2004-01-19,E107882,36280,Oberaula,2,0.0,62.34,EUR,GER100003
BT125197,2004-01-18,2004-01-23,E107958,36219,Cornberg,5,0.0,149.96,EUR,GER100003
BT125200,2004-01-19,2004-01-20,E107601,36251,Bad Hersfeld,1,0.0,32.68,EUR,GER100003
BT125203,2004-01-19,2004-01-20,E107958,36251,Bad Hersfeld,1,0.0,25.52,EUR,GER100003
BT125211,2004-01-19,2004-01-24,E107958,36251,Bad Hersfeld,5,0.0,154.56,EUR,GER100003
BT125216,2004-01-19,2004-01-22,E107681,36272,Niederaula,3,0.0,96.03,EUR,GER100003
BT125223,2004-01-22,2004-01-27,E107941,36284,Hohenroda,5,0.0,140.63,EUR,GER100003
BT125224,2004-01-23,2004-01-27,E107672,36318,Schwalmtal,4,0.0,107.2,EUR,GER100003
BT125227,2004-01-24,2004-01-28,E107601,36219,Cornberg,4,0.0,107.33,EUR,GER100003
BT125231,2004-01-24,2004-01-27,E107882,36280,Oberaula,3,0.0,100.89,EUR,GER100003
BT125236,2004-01-25,2004-01-27,E107969,36269,Philippsthal,2,0.0,64.78,EUR,GER100003
BT125237,2004-01-26,2004-01-30,E107681,36266,Heringen,4,0.0,128.79,EUR,GER100003
BT125241,2004-01-27,2004-01-27,E107672,36289,Friedewald,0,0.0,0.0,EUR,GER100003
BT125248,2004-01-27,2004-01-28,E107653,36286,Neuenstein,1,0.0,29.61,EUR,GER100003
BT125252,2004-01-27,2004-01-29,E107653,36286,Neuenstein,2,0.0,58.67,EUR,GER100003
BT125258,2004-01-28,2004-02-01,E107623,36282,Hauneck,4,0.0,102.43,EUR,GER100003
BT125264,2004-01-29,2004-01-29,E107652,36272,Niederaula,0,0.0,0.0,EUR,GER100003
BT125265,2004-01-29,2004-02-03,E107836,36272,Niederaula,5,0.0,160.98,EUR,GER100003
BT125270,2004-01-29,2004-01-29,E107837,36304,Alsfeld,0,0.0,0.0,EUR,GER100003
BT125275,2004-01-30,2004-01-31,E107938,36277,Schenklengsfeld,1,0.0,29.36,EUR,GER100003
BT125280,2004-01-30,2004-01-31,E107882,36280,Oberaula,1,0.0,35.71,EUR,GER100003
BT125282,2004-01-30,2004-02-03,E107837,36286,Neuenstein,4,0.0,102.45,EUR,GER100003
BT125287,2004-01-31,2004-02-04,E107936,36284,Hohenroda,4,0.0,99.74,EUR,GER100003
BT125291,2004-01-31,2004-02-02,E107672,36304,Alsfeld,2,0.0,52.28,EUR,GER100003
BT125299,2004-01-31,2004-02-04,E107850,36304,Alsfeld,4,0.0,141.19,EUR,GER100003
BT125305,2004-02-01,2004-02-01,E107882,36282,Hauneck,0,0.0,0.0,EUR,GER100003
BT125309,2004-02-01,2004-02-04,E107842,36277,Schenklengsfeld,3,0.0,93.55,EUR,GER100003
BT125311,2004-02-01,2004-02-02,E107936,36318,Schwalmtal,1,0.0,28.73,EUR,GER100003
BT125312,2004-02-02,2004-02-03,E107886,36272,Niederaula,1,0.0,35.45,EUR,GER100003
BT125315,2004-02-03,2004-02-05,E107958,36266,Heringen,2,0.0,49.84,EUR,GER100003
BT125318,2004-02-04,2004-02-06,E107969,36269,Philippsthal,2,0.0,57.95,EUR,GER100003
BT125319,2004-02-04,2004-02-07,E107850,36286,Neuenstein,3,0.0,83.76,EUR,GER100003
BT125334,2004-02-06,2004-02-11,E107958,36266,Heringen,5,0.0,127.37,EUR,GER100003
BT125341,2004-02-06,2004-02-10,E107842,36282,Hauneck,4,0.0,105.1,EUR,GER100003
BT125344,2004-02-07,2004-02-07,E107623,36275,Kirchheim,0,0.0,0.0,EUR,GER100003
BT125351,2004-02-07,2004-02-08,E107842,36272,Niederaula,1,0.0,27.89,EUR,GER100003
BT125357,2004-02-07,2004-02-09,E107836,37647,Vahlbruch,2,337.25,25.89,EUR,GER100003
BT125360,2004-02-08,2004-02-10,E107590,36287,Breitenbach,2,0.0,54.87,EUR,GER100003
BT125366,2004-02-09,2004-02-10,E107691,36269,Philippsthal,1,0.0,24.16,EUR,GER100003
BT125374,2004-02-09,2004-02-09,E107672,36304,Alsfeld,0,0.0,0.0,EUR,GER100003
BT125380,2004-02-10,2004-02-15,E107886,36266,Heringen,5,0.0,171.65,EUR,GER100003
BT125388,2004-02-10,2004-02-12,E107842,36277,Schenklengsfeld,2,0.0,53.31,EUR,GER100003
BT125395,2004-02-10,2004-02-10,E107850,36289,Friedewald,0,0.0,0.0,EUR,GER100003
BT125401,2004-02-10,2004-02-15,E107672,36287,Breitenbach,5,0.0,177.9,EUR,GER100003
BT125405,2004-02-13,2004-02-14,E107958,36269,Philippsthal,1,0.0,32.04,EUR,GER100003
BT125408,2004-02-13,2004-02-13,E107936,36318,Schwalmtal,0,0.0,0.0,EUR,GER100003
BT125413,2004-02-14,2004-02-15,E107691,36266,Heringen,1,0.0,29.41,EUR,GER100003
BT125419,2004-02-14,2004-02-17,E107969,36269,Philippsthal,3,0.0,94.67,EUR,GER100003
BT125425,2004-02-14,2004-02-18,E107821,36282,Hauneck,4,0.0,114.36,EUR,GER100003
BT125433,2004-02-15,2004-02-17,E107623,36284,Hohenroda,2,0.0,62.41,EUR,GER100003
BT125441,2004-02-15,2004-02-19,E107763,36282,Hauneck,4,0.0,133.27,EUR,GER100003
BT125449,2004-02-16,2004-02-19,E107836,36280,Oberaula,3,0.0,81.03,EUR,GER100003
BT125454,2004-02-16,2004-02-17,E107936,36287,Breitenbach,1,0.0,33.48,EUR,GER100003
BT125461,2004-02-17,2004-02-18,E107969,36219,Cornberg,1,0.0,31.43,EUR,GER100003
BT125467,2004-02-18,2004-02-18,E107850,36304,Alsfeld,0,0.0,0.0,EUR,GER100003
BT125468,2004-02-19,2004-02-21,E107691,36272,Niederaula,2,0.0,56.02,EUR,GER100003
BT125472,2004-02-19,2004-02-21,E107652,36277,Schenklengsfeld,2,0.0,68.76,EUR,GER100003
BT125480,2004-02-19,2004-02-21,E107842,36282,Hauneck,2,0.0,62.09,EUR,GER100003
BT125486,2004-02-20,2004-02-22,E107681,36217,Ronshausen,2,0.0,57.48,EUR,GER100003
BT125491,2004-02-20,2004-02-25,E107941,36318,Schwalmtal,5,0.0,169.09,EUR,GER100003
BT125495,2004-02-21,2004-02-22,E107652,36272,Niederaula,1,0.0,30.95,EUR,GER100003
BT125497,2004-02-24,2004-02-27,E107882,36280,Oberaula,3,0.0,77.71,EUR,GER100003
BT125500,2004-02-25,2004-02-27,E107969,36272,Niederaula,2,0.0,62.37,EUR,GER100003
BT125504,2004-02-25,2004-02-26,E107882,36272,Niederaula,1,0.0,31.1,EUR,GER100003
BT125508,2004-02-25,2004-02-25,E107938,36280,Oberaula,0,0.0,0.0,EUR,GER100003
BT125515,2004-02-25,2004-02-29,E107821,36284,Hohenroda,4,0.0,131.94,EUR,GER100003
BT125516,2004-02-25,2004-02-25,E107936,36286,Neuenstein,0,0.0,0.0,EUR,GER100003
BT125521,2004-02-26,2004-02-26,E107958,36217,Ronshausen,0,0.0,0.0,EUR,GER100003
BT125525,2004-02-26,2004-02-26,E107969,36269,Philippsthal,0,0.0,0.0,EUR,GER100003
BT125530,2004-02-26,2004-03-01,E107672,36286,Neuenstein,4,0.0,130.65,EUR,GER100003
BT125534,2004-02-26,2004-02-26,E107837,36286,Neuenstein,0,0.0,0.0,EUR,GER100003
BT125540,2004-02-26,2004-02-26,E107672,36284,Hohenroda,0,0.0,0.0,EUR,GER100003
BT125541,2004-02-26,2004-02-27,E107850,36304,Alsfeld,1,0.0,30.87,EUR,GER100003
BT125543,2004-02-27,2004-02-27,E107886,36272,Niederaula,0,0.0,0.0,EUR,GER100003
BT125544,2004-02-27,2004-02-27,E107590,36318,Schwalmtal,0,0.0,0.0,EUR,GER100003
BT125551,2004-02-28,2004-03-01,E107691,36266,Heringen,2,0.0,53.48,EUR,GER100003
BT125554,2004-02-28,2004-02-28,E107836,36284,Hohenroda,0,0.0,0.0,EUR,GER100003
BT125558,2004-02-28,2004-03-03,E107653,36318,Schwalmtal,4,0.0,106.9,EUR,GER100003
BT125562,2004-03-01,2004-03-02,E107672,36287,Breitenbach,1,0.0,25.44,EUR,GER100003
BT125568,2004-03-01,2004-03-01,E107590,36318,Schwalmtal,0,0.0,0.0,EUR,GER100003
BT125573,2004-03-01,2004-03-06,E107941,36304,Alsfeld,5,0.0,131.17,EUR,GER100003
BT125579,2004-03-04,2004-03-06,E107969,36269,Philippsthal,2,0.0,65.02,EUR,GER100003
BT125581,2004-03-04,2004-03-07,E107938,36282,Hauneck,3,0.0,98.52,EUR,GER100003
BT125587,2004-03-05,2004-03-09,E107936,36289,Friedewald,4,0.0,118.33,EUR,GER100003
BT125595,2004-03-06,2004-03-06,E107886,36269,Philippsthal,0,0.0,0.0,EUR,GER100003
BT125596,2004-03-06,2004-03-09,E107969,36272,Niederaula,3,0.0,73.54,EUR,GER100003
BT125602,2004-03-06,2004-03-07,E107691,36219,Cornberg,1,0.0,27.45,EUR,GER100003
BT125607,2004-03-06,2004-03-07,E107837,36287,Breitenbach,1,0.0,28.72,EUR,GER100003
BT125608,2004-03-07,2004-03-10,E107691,36266,Heringen,3,0.0,94.34,EUR,GER100003
BT125613,2004-03-07,2004-03-08,E107691,36272,Niederaula,1,0.0,26.59,EUR,GER100003
BT125616,2004-03-07,2004-03-10,E107936,36287,Breitenbach,3,0.0,77.38,EUR,GER100003
BT125623,2004-03-08,2004-03-09,E107958,36217,Ronshausen,1,0.0,25.02,EUR,GER100003
BT125630,2004-03-08,2004-03-09,E107681,36219,Cornberg,1,0.0,30.88,EUR,GER100003
BT125638,2004-03-08,2004-03-09,E107672,36287,Breitenbach,1,0.0,27.26,EUR,GER100003
BT125642,2004-03-09,2004-03-12,E107601,36272,Niederaula,3,0.0,102.68,EUR,GER100003
BT125644,2004-03-10,2004-03-14,E107691,36251,Bad Hersfeld,4,0.0,100.81,EUR,GER100003
BT125651,2004-03-11,2004-03-16,E107763,36275,Kirchheim,5,0.0,174.79,EUR,GER100003
BT125658,2004-03-11,2004-03-15,E107652,36275,Kirchheim,4,0.0,120.66,EUR,GER100003
BT125665,2004-03-12,2004-03-15,E107958,36219,Cornberg,3,0.0,105.59,EUR,GER100003
BT125668,2004-03-12,2004-03-17,E107691,36219,Cornberg,5,0.0,162.71,EUR,GER100003
BT125670,2004-03-12,2004-03-15,E107672,36318,Schwalmtal,3,0.0,97.99,EUR,GER100003
BT125676,2004-03-13,2004-03-13,E107763,36280,Oberaula,0,0.0,0.0,EUR,GER100003
BT125683,2004-03-14,2004-03-16,E107842,36275,Kirchheim,2,0.0,64.64,EUR,GER100003
BT125691,2004-03-14,2004-03-17,E107938,36272,Niederaula,3,0.0,91.37,EUR,GER100003
BT125693,2004-03-16,2004-03-20,E107842,36280,Oberaula,4,0.0,131.18,EUR,GER100003
BT125698,2004-03-17,2004-03-21,E107763,36272,Niederaula,4,0.0,139.33,EUR,GER100003
BT125704,2004-03-17,2004-03-21,E107850,36304,Alsfeld,4,0.0,132.81,EUR,GER100003
BT125708,2004-03-19,2004-03-24,E107691,36269,Philippsthal,5,0.0,125.83,EUR,GER100003
BT125711,2004-03-19,2004-03-23,E107941,36287,Breitenbach,4,0.0,106.73,EUR,GER100003
BT125712,2004-03-19,2004-03-23,E107941,36284,Hohenroda,4,0.0,98.12,EUR,GER100003
BT125715,2004-03-20,2004-03-21,E107590,36286,Neuenstein,1,0.0,28.38,EUR,GER100003
BT125721,2004-03-21,2004-03-25,E107969,36217,Ronshausen,4,0.0,120.14,EUR,GER100003
BT125727,2004-03-21,2004-03-25,E107763,36282,Hauneck,4,0.0,118.45,EUR,GER100003
BT125734,2004-03-22,2004-03-25,E107681,36251,Bad Hersfeld,3,0.0,99.13,EUR,GER100003
BT125737,2004-03-22,2004-03-23,E107850,36287,Breitenbach,1,0.0,28.3,EUR,GER100003
BT125742,2004-03-23,2004-03-23,E107601,36266,Heringen,0,0.0,0.0,EUR,GER100003
BT125745,2004-03-24,2004-03-25,E107763,36284,Hohenroda,1,0.0,25.19,EUR,GER100003
BT125751,2004-03-24,2004-03-29,E107623,36280,Oberaula,5,0.0,120.79,EUR,GER100003
BT125758,2004-03-25,2004-03-30,E107886,36272,Niederaula,5,0.0,133.23,EUR,GER100003
BT125763,2004-03-25,2004-03-28,E107681,36269,Philippsthal,3,0.0,103.1,EUR,GER100003
BT125769,2004-03-25,2004-03-26,E107652,36272,Niederaula,1,0.0,27.08,EUR,GER100003
BT125776,2004-03-25,2004-03-29,E107936,36304,Alsfeld,4,0.0,110.59,EUR,GER100003
BT125784,2004-03-25,2004-03-28,E107936,36284,Hohenroda,3,0.0,77.42,EUR,GER100003
BT125789,2004-03-26,2004-03-30,E107681,36217,Ronshausen,4,0.0,113.67,EUR,GER100003
BT125797,2004-03-26,2004-03-30,E107882,36275,Kirchheim,4,0.0,107.68,EUR,GER100003
BT125804,2004-03-29,2004-03-31,E107941,36287,Breitenbach,2,0.0,68.57,EUR,GER100003
BT125809,2004-03-30,2004-04-02,E107958,36219,Cornberg,3,0.0,74.99,EUR,GER100003
BT125816,2004-03-30,2004-03-30,E107652,36277,Schenklengsfeld,0,0.0,0.0,EUR,GER100003
BT125817,2004-03-31,2004-04-02,E107850,36287,Breitenbach,2,0.0,59.99,EUR,GER100003
BT125818,2004-04-01,2004-04-05,E107653,36286,Neuenstein,4,0.0,139.93,EUR,GER100003
BT125826,2004-04-02,2004-04-02,E107681,36217,Ronshausen,0,0.0,0.0,EUR,GER100003
BT125828,2004-04-02,2004-04-03,E107821,36272,Niederaula,1,0.0,28.91,EUR,GER100003
BT125832,2004-04-02,2004-04-04,E107850,36318,Schwalmtal,2,0.0,69.07,EUR,GER100003
BT125840,2004-04-04,2004-04-07,E107842,36282,Hauneck,3,0.0,106.84,EUR,GER100003
