BusinessTripId,StartDate,EndDate,EmployeeId,PostalCode_x,City_x,OvernightStays,HotelCosts,TravelCosts,Currency_x,BranchId,Position,HiredOn,Salary,Currency_y,StrategicRegionId,City_y,PostalCode_y,Latitude,Longitude,OfficeSpaces,Dest_PC,Dest_City,Dest,Response Garbsen,Response Hannover,ResponseModGarbsen,ResponseModHannover,DistanceGarbsen,DurationGarbsen,DistanceHannover,DurationHannover,Garbsen_minutes,Hannover_minutes,UHC Garbsen,UHC Hannover
BT129571,2005-07-15,2005-07-20,E107653,53129,Bonn,5,825.08,30.09,EUR,B100009,Consultant,1997-05-17,128780.57,EUR,GER100003,Bochum Südwest,44795,51.449197,7.195777899999999,21,53129,Bonn,53129%2C%20Bonn,"{
   ""destination_addresses"" : [ ""53129 Bonn, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""315 km"",
                  ""value"" : 314572
               },
               ""duration"" : {
                  ""text"" : ""3 hours 23 mins"",
                  ""value"" : 12177
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""53129 Bonn, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""321 km"",
                  ""value"" : 321298
               },
               ""duration"" : {
                  ""text"" : ""3 hours 31 mins"",
                  ""value"" : 12645
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['53129 Bonn, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '315 km', 'value': 314572}, 'duration': {'text': '3 hours 23 mins', 'value': 12177}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['53129 Bonn, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '321 km', 'value': 321298}, 'duration': {'text': '3 hours 31 mins', 'value': 12645}, 'status': 'OK'}]}], 'status': 'OK'}",315 km,3 hours 23 mins,321 km,3 hours 31 mins,203,211,825.08,825.08
BT129982,2005-09-07,2005-09-10,E107653,48165,Münster,3,499.55,29.33,EUR,B100009,Consultant,1997-05-17,128780.57,EUR,GER100003,Bochum Südwest,44795,51.449197,7.195777899999999,21,48165,Münster,48165%2C%20Münster,"{
   ""destination_addresses"" : [ ""48165 M\u00fcnster, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""183 km"",
                  ""value"" : 182803
               },
               ""duration"" : {
                  ""text"" : ""2 hours 6 mins"",
                  ""value"" : 7583
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""48165 M\u00fcnster, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""190 km"",
                  ""value"" : 189529
               },
               ""duration"" : {
                  ""text"" : ""2 hours 14 mins"",
                  ""value"" : 8051
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['48165 Münster, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '183 km', 'value': 182803}, 'duration': {'text': '2 hours 6 mins', 'value': 7583}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['48165 Münster, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '190 km', 'value': 189529}, 'duration': {'text': '2 hours 14 mins', 'value': 8051}, 'status': 'OK'}]}], 'status': 'OK'}",183 km,2 hours 6 mins,190 km,2 hours 14 mins,126,134,499.55,499.55
BT142215,2009-10-29,2009-11-06,E107936,48165,Münster,8,1533.88,28.15,EUR,B100009,Consultant,2003-05-09,108126.65,EUR,GER100003,Bochum Südwest,44795,51.449197,7.195777899999999,21,48165,Münster,48165%2C%20Münster,"{
   ""destination_addresses"" : [ ""48165 M\u00fcnster, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""183 km"",
                  ""value"" : 182803
               },
               ""duration"" : {
                  ""text"" : ""2 hours 6 mins"",
                  ""value"" : 7583
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""48165 M\u00fcnster, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""190 km"",
                  ""value"" : 189529
               },
               ""duration"" : {
                  ""text"" : ""2 hours 14 mins"",
                  ""value"" : 8051
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['48165 Münster, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '183 km', 'value': 182803}, 'duration': {'text': '2 hours 6 mins', 'value': 7583}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['48165 Münster, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '190 km', 'value': 189529}, 'duration': {'text': '2 hours 14 mins', 'value': 8051}, 'status': 'OK'}]}], 'status': 'OK'}",183 km,2 hours 6 mins,190 km,2 hours 14 mins,126,134,1533.88,1533.88
BT130545,2005-11-11,2005-11-18,E107653,54533,Niederscheidweiler,7,1127.19,24.69,EUR,B100009,Consultant,1997-05-17,128780.57,EUR,GER100003,Bochum Südwest,44795,51.449197,7.195777899999999,21,54533,Niederscheidweiler,54533%2C%20Niederscheidweiler,"{
   ""destination_addresses"" : [ ""54533 Niederscheidweiler, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""410 km"",
                  ""value"" : 409524
               },
               ""duration"" : {
                  ""text"" : ""4 hours 30 mins"",
                  ""value"" : 16172
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54533 Niederscheidweiler, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""416 km"",
                  ""value"" : 416250
               },
               ""duration"" : {
                  ""text"" : ""4 hours 37 mins"",
                  ""value"" : 16640
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54533 Niederscheidweiler, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '410 km', 'value': 409524}, 'duration': {'text': '4 hours 30 mins', 'value': 16172}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54533 Niederscheidweiler, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '416 km', 'value': 416250}, 'duration': {'text': '4 hours 37 mins', 'value': 16640}, 'status': 'OK'}]}], 'status': 'OK'}",410 km,4 hours 30 mins,416 km,4 hours 37 mins,270,277,1127.19,1127.19
BT133686,2006-12-28,2006-12-31,E107653,56414,Molsberg,3,489.65,25.2,EUR,B100009,Consultant,1997-05-17,128780.57,EUR,GER100003,Bochum Südwest,44795,51.449197,7.195777899999999,21,56414,Molsberg,56414%2C%20Molsberg,"{
   ""destination_addresses"" : [ ""56414 Molsberg, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""383 km"",
                  ""value"" : 383357
               },
               ""duration"" : {
                  ""text"" : ""4 hours 3 mins"",
                  ""value"" : 14601
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""56414 Molsberg, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""363 km"",
                  ""value"" : 363201
               },
               ""duration"" : {
                  ""text"" : ""4 hours 10 mins"",
                  ""value"" : 14980
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['56414 Molsberg, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '383 km', 'value': 383357}, 'duration': {'text': '4 hours 3 mins', 'value': 14601}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['56414 Molsberg, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '363 km', 'value': 363201}, 'duration': {'text': '4 hours 10 mins', 'value': 14980}, 'status': 'OK'}]}], 'status': 'OK'}",383 km,4 hours 3 mins,363 km,4 hours 10 mins,243,250,489.65,489.65
BT134507,2007-04-02,2007-04-11,E107653,56337,Kadenbach,9,1607.91,25.86,EUR,B100009,Consultant,1997-05-17,128780.57,EUR,GER100003,Bochum Südwest,44795,51.449197,7.195777899999999,21,56337,Kadenbach,56337%2C%20Kadenbach,"{
   ""destination_addresses"" : [ ""Kadenbach, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""384 km"",
                  ""value"" : 383592
               },
               ""duration"" : {
                  ""text"" : ""4 hours 1 min"",
                  ""value"" : 14480
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Kadenbach, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""390 km"",
                  ""value"" : 390318
               },
               ""duration"" : {
                  ""text"" : ""4 hours 9 mins"",
                  ""value"" : 14948
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Kadenbach, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '384 km', 'value': 383592}, 'duration': {'text': '4 hours 1 min', 'value': 14480}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Kadenbach, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '390 km', 'value': 390318}, 'duration': {'text': '4 hours 9 mins', 'value': 14948}, 'status': 'OK'}]}], 'status': 'OK'}",384 km,4 hours 1 min,390 km,4 hours 9 mins,241,249,1607.91,1607.91
BT145725,2010-12-18,2010-12-25,E107653,55777,Mettweiler,7,1385.33,25.31,EUR,B100009,Consultant,1997-05-17,128780.57,EUR,GER100003,Bochum Südwest,44795,51.449197,7.195777899999999,21,55777,Mettweiler,55777%2C%20Mettweiler,"{
   ""destination_addresses"" : [ ""Mettweiler, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""505 km"",
                  ""value"" : 504748
               },
               ""duration"" : {
                  ""text"" : ""5 hours 25 mins"",
                  ""value"" : 19507
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Mettweiler, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""510 km"",
                  ""value"" : 509982
               },
               ""duration"" : {
                  ""text"" : ""5 hours 29 mins"",
                  ""value"" : 19725
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Mettweiler, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '505 km', 'value': 504748}, 'duration': {'text': '5 hours 25 mins', 'value': 19507}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Mettweiler, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '510 km', 'value': 509982}, 'duration': {'text': '5 hours 29 mins', 'value': 19725}, 'status': 'OK'}]}], 'status': 'OK'}",505 km,5 hours 25 mins,510 km,5 hours 29 mins,325,329,1385.33,1385.33
BT146044,2011-01-26,2011-01-30,E107653,57614,Oberwambach,4,658.83,25.39,EUR,B100009,Consultant,1997-05-17,128780.57,EUR,GER100003,Bochum Südwest,44795,51.449197,7.195777899999999,21,57614,Oberwambach,57614%2C%20Oberwambach,"{
   ""destination_addresses"" : [ ""57614 Oberwambach, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""347 km"",
                  ""value"" : 346530
               },
               ""duration"" : {
                  ""text"" : ""3 hours 52 mins"",
                  ""value"" : 13892
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""57614 Oberwambach, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""353 km"",
                  ""value"" : 353256
               },
               ""duration"" : {
                  ""text"" : ""3 hours 59 mins"",
                  ""value"" : 14360
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['57614 Oberwambach, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '347 km', 'value': 346530}, 'duration': {'text': '3 hours 52 mins', 'value': 13892}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['57614 Oberwambach, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '353 km', 'value': 353256}, 'duration': {'text': '3 hours 59 mins', 'value': 14360}, 'status': 'OK'}]}], 'status': 'OK'}",347 km,3 hours 52 mins,353 km,3 hours 59 mins,232,239,658.83,658.83
BT146565,2011-03-21,2011-03-28,E107653,56858,Sosberg,7,1351.04,30.4,EUR,B100009,Consultant,1997-05-17,128780.57,EUR,GER100003,Bochum Südwest,44795,51.449197,7.195777899999999,21,56858,Sosberg,56858%2C%20Sosberg,"{
   ""destination_addresses"" : [ ""Sosberg, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""442 km"",
                  ""value"" : 442298
               },
               ""duration"" : {
                  ""text"" : ""4 hours 45 mins"",
                  ""value"" : 17110
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Sosberg, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""449 km"",
                  ""value"" : 449023
               },
               ""duration"" : {
                  ""text"" : ""4 hours 53 mins"",
                  ""value"" : 17578
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Sosberg, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '442 km', 'value': 442298}, 'duration': {'text': '4 hours 45 mins', 'value': 17110}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Sosberg, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '449 km', 'value': 449023}, 'duration': {'text': '4 hours 53 mins', 'value': 17578}, 'status': 'OK'}]}], 'status': 'OK'}",442 km,4 hours 45 mins,449 km,4 hours 53 mins,285,293,1351.04,1351.04
BT147636,2011-08-12,2011-08-17,E107653,37671,Höxter,5,966.85,25.23,EUR,B100009,Consultant,1997-05-17,128780.57,EUR,GER100003,Bochum Südwest,44795,51.449197,7.195777899999999,21,37671,Höxter,37671%2C%20Höxter,"{
   ""destination_addresses"" : [ ""37671 H\u00f6xter, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""102 km"",
                  ""value"" : 101941
               },
               ""duration"" : {
                  ""text"" : ""1 hour 38 mins"",
                  ""value"" : 5893
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""37671 H\u00f6xter, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""92.5 km"",
                  ""value"" : 92485
               },
               ""duration"" : {
                  ""text"" : ""1 hour 31 mins"",
                  ""value"" : 5463
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['37671 Höxter, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '102 km', 'value': 101941}, 'duration': {'text': '1 hour 38 mins', 'value': 5893}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['37671 Höxter, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '92.5 km', 'value': 92485}, 'duration': {'text': '1 hour 31 mins', 'value': 5463}, 'status': 'OK'}]}], 'status': 'OK'}",102 km,1 hour 38 mins,92.5 km,1 hour 31 mins,98,91,966.85,966.85
BT151891,2013-01-11,2013-01-12,E107653,54429,Schillingen,1,165.82,25.41,EUR,B100009,Consultant,1997-05-17,128780.57,EUR,GER100003,Bochum Südwest,44795,51.449197,7.195777899999999,21,54429,Schillingen,54429%2C%20Schillingen,"{
   ""destination_addresses"" : [ ""54429 Schillingen, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""475 km"",
                  ""value"" : 475119
               },
               ""duration"" : {
                  ""text"" : ""5 hours 9 mins"",
                  ""value"" : 18528
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54429 Schillingen, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""482 km"",
                  ""value"" : 481844
               },
               ""duration"" : {
                  ""text"" : ""5 hours 17 mins"",
                  ""value"" : 18996
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54429 Schillingen, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '475 km', 'value': 475119}, 'duration': {'text': '5 hours 9 mins', 'value': 18528}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54429 Schillingen, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '482 km', 'value': 481844}, 'duration': {'text': '5 hours 17 mins', 'value': 18996}, 'status': 'OK'}]}], 'status': 'OK'}",475 km,5 hours 9 mins,482 km,5 hours 17 mins,309,317,165.82,165.82
BT153139,2013-06-15,2013-06-21,E107653,55122,Mainz,6,985.83,32.54,EUR,B100009,Consultant,1997-05-17,128780.57,EUR,GER100003,Bochum Südwest,44795,51.449197,7.195777899999999,21,55122,Mainz,55122%2C%20Mainz,"{
   ""destination_addresses"" : [ ""55122 Mainz, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""398 km"",
                  ""value"" : 397844
               },
               ""duration"" : {
                  ""text"" : ""4 hours 22 mins"",
                  ""value"" : 15749
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""55122 Mainz, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""379 km"",
                  ""value"" : 379064
               },
               ""duration"" : {
                  ""text"" : ""4 hours 18 mins"",
                  ""value"" : 15474
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['55122 Mainz, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '398 km', 'value': 397844}, 'duration': {'text': '4 hours 22 mins', 'value': 15749}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['55122 Mainz, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '379 km', 'value': 379064}, 'duration': {'text': '4 hours 18 mins', 'value': 15474}, 'status': 'OK'}]}], 'status': 'OK'}",398 km,4 hours 22 mins,379 km,4 hours 18 mins,262,258,985.83,985.83
BT124277,2003-09-20,2003-09-28,E107842,55122,Mainz,8,1442.02,28.47,EUR,B100008,Consultant,2001-08-23,114614.25,EUR,GER100003,Haldensleben,39340,52.2903751,11.4058738,22,55122,Mainz,55122%2C%20Mainz,"{
   ""destination_addresses"" : [ ""55122 Mainz, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""398 km"",
                  ""value"" : 397844
               },
               ""duration"" : {
                  ""text"" : ""4 hours 22 mins"",
                  ""value"" : 15749
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""55122 Mainz, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""379 km"",
                  ""value"" : 379064
               },
               ""duration"" : {
                  ""text"" : ""4 hours 18 mins"",
                  ""value"" : 15474
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['55122 Mainz, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '398 km', 'value': 397844}, 'duration': {'text': '4 hours 22 mins', 'value': 15749}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['55122 Mainz, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '379 km', 'value': 379064}, 'duration': {'text': '4 hours 18 mins', 'value': 15474}, 'status': 'OK'}]}], 'status': 'OK'}",398 km,4 hours 22 mins,379 km,4 hours 18 mins,262,258,1442.02,1442.02
BT155369,2014-03-11,2014-03-16,E107653,56346,Loreley,5,903.48,24.06,EUR,B100009,Consultant,1997-05-17,128780.57,EUR,GER100003,Bochum Südwest,44795,51.449197,7.195777899999999,21,56346,Loreley,56346%2C%20Loreley,"{
   ""destination_addresses"" : [ ""Lorelei, 56346 Sankt Goarshausen, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""412 km"",
                  ""value"" : 412040
               },
               ""duration"" : {
                  ""text"" : ""4 hours 41 mins"",
                  ""value"" : 16887
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Lorelei, 56346 Sankt Goarshausen, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""419 km"",
                  ""value"" : 418765
               },
               ""duration"" : {
                  ""text"" : ""4 hours 49 mins"",
                  ""value"" : 17355
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Lorelei, 56346 Sankt Goarshausen, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '412 km', 'value': 412040}, 'duration': {'text': '4 hours 41 mins', 'value': 16887}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Lorelei, 56346 Sankt Goarshausen, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '419 km', 'value': 418765}, 'duration': {'text': '4 hours 49 mins', 'value': 17355}, 'status': 'OK'}]}], 'status': 'OK'}",412 km,4 hours 41 mins,419 km,4 hours 49 mins,281,289,903.48,903.48
BT169004,2018-11-07,2018-11-11,E107821,56346,Loreley,4,680.19,32.03,EUR,B100008,Consultant,2001-03-31,114614.25,EUR,GER100003,Haldensleben,39340,52.2903751,11.4058738,22,56346,Loreley,56346%2C%20Loreley,"{
   ""destination_addresses"" : [ ""Lorelei, 56346 Sankt Goarshausen, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""412 km"",
                  ""value"" : 412040
               },
               ""duration"" : {
                  ""text"" : ""4 hours 41 mins"",
                  ""value"" : 16887
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Lorelei, 56346 Sankt Goarshausen, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""419 km"",
                  ""value"" : 418765
               },
               ""duration"" : {
                  ""text"" : ""4 hours 49 mins"",
                  ""value"" : 17355
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Lorelei, 56346 Sankt Goarshausen, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '412 km', 'value': 412040}, 'duration': {'text': '4 hours 41 mins', 'value': 16887}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Lorelei, 56346 Sankt Goarshausen, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '419 km', 'value': 418765}, 'duration': {'text': '4 hours 49 mins', 'value': 17355}, 'status': 'OK'}]}], 'status': 'OK'}",412 km,4 hours 41 mins,419 km,4 hours 49 mins,281,289,680.19,680.19
