Dest_PC,Dest_City,Dest,Response Garbsen,Response Hannover,ResponseModGarbsen,ResponseModHannover,DistanceGarbsen,DurationGarbsen,DistanceHannover,DurationHannover,Garbsen_minutes,Hannover_minutes
55413,Manubach,55413%2C%20Manubach,"{
   ""destination_addresses"" : [ ""Manubach, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""442 km"",
                  ""value"" : 441731
               },
               ""duration"" : {
                  ""text"" : ""4 hours 41 mins"",
                  ""value"" : 16879
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Manubach, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""448 km"",
                  ""value"" : 448456
               },
               ""duration"" : {
                  ""text"" : ""4 hours 49 mins"",
                  ""value"" : 17347
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Manubach, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '442 km', 'value': 441731}, 'duration': {'text': '4 hours 41 mins', 'value': 16879}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Manubach, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '448 km', 'value': 448456}, 'duration': {'text': '4 hours 49 mins', 'value': 17347}, 'status': 'OK'}]}], 'status': 'OK'}",442 km,4 hours 41 mins,448 km,4 hours 49 mins,281,289
56424,Ebernhahn,56424%2C%20Ebernhahn,"{
   ""destination_addresses"" : [ ""Ebernhahn, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""364 km"",
                  ""value"" : 363791
               },
               ""duration"" : {
                  ""text"" : ""3 hours 48 mins"",
                  ""value"" : 13678
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Ebernhahn, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""371 km"",
                  ""value"" : 370516
               },
               ""duration"" : {
                  ""text"" : ""3 hours 56 mins"",
                  ""value"" : 14146
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Ebernhahn, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '364 km', 'value': 363791}, 'duration': {'text': '3 hours 48 mins', 'value': 13678}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Ebernhahn, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '371 km', 'value': 370516}, 'duration': {'text': '3 hours 56 mins', 'value': 14146}, 'status': 'OK'}]}], 'status': 'OK'}",364 km,3 hours 48 mins,371 km,3 hours 56 mins,228,236
30851,Langenhagen,30851%2C%20Langenhagen,"{
   ""destination_addresses"" : [ ""30851 Langenhagen, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""14.3 km"",
                  ""value"" : 14326
               },
               ""duration"" : {
                  ""text"" : ""17 mins"",
                  ""value"" : 997
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""30851 Langenhagen, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""6.8 km"",
                  ""value"" : 6816
               },
               ""duration"" : {
                  ""text"" : ""17 mins"",
                  ""value"" : 1016
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['30851 Langenhagen, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '14.3 km', 'value': 14326}, 'duration': {'text': '17 mins', 'value': 997}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['30851 Langenhagen, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '6.8 km', 'value': 6816}, 'duration': {'text': '17 mins', 'value': 1016}, 'status': 'OK'}]}], 'status': 'OK'}",14.3 km,17 mins,6.8 km,17 mins,17,17
54329,Konz,54329%2C%20Konz,"{
   ""destination_addresses"" : [ ""54329 Konz, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""461 km"",
                  ""value"" : 460697
               },
               ""duration"" : {
                  ""text"" : ""5 hours 11 mins"",
                  ""value"" : 18636
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54329 Konz, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""467 km"",
                  ""value"" : 467422
               },
               ""duration"" : {
                  ""text"" : ""5 hours 18 mins"",
                  ""value"" : 19104
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54329 Konz, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '461 km', 'value': 460697}, 'duration': {'text': '5 hours 11 mins', 'value': 18636}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54329 Konz, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '467 km', 'value': 467422}, 'duration': {'text': '5 hours 18 mins', 'value': 19104}, 'status': 'OK'}]}], 'status': 'OK'}",461 km,5 hours 11 mins,467 km,5 hours 18 mins,311,318
49509,Recke,49509%2C%20Recke,"{
   ""destination_addresses"" : [ ""49509 Recke, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""163 km"",
                  ""value"" : 162934
               },
               ""duration"" : {
                  ""text"" : ""1 hour 52 mins"",
                  ""value"" : 6712
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""49509 Recke, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""170 km"",
                  ""value"" : 169659
               },
               ""duration"" : {
                  ""text"" : ""2 hours 0 mins"",
                  ""value"" : 7180
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['49509 Recke, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '163 km', 'value': 162934}, 'duration': {'text': '1 hour 52 mins', 'value': 6712}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['49509 Recke, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '170 km', 'value': 169659}, 'duration': {'text': '2 hours 0 mins', 'value': 7180}, 'status': 'OK'}]}], 'status': 'OK'}",163 km,1 hour 52 mins,170 km,2 hours 0 mins,112,120
38385,Ingeleben,38385%2C%20Ingeleben,"{
   ""destination_addresses"" : [ ""38385 Ingeleben, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""111 km"",
                  ""value"" : 111153
               },
               ""duration"" : {
                  ""text"" : ""1 hour 20 mins"",
                  ""value"" : 4818
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""38385 Ingeleben, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""102 km"",
                  ""value"" : 102000
               },
               ""duration"" : {
                  ""text"" : ""1 hour 23 mins"",
                  ""value"" : 4960
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['38385 Ingeleben, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '111 km', 'value': 111153}, 'duration': {'text': '1 hour 20 mins', 'value': 4818}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['38385 Ingeleben, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '102 km', 'value': 102000}, 'duration': {'text': '1 hour 23 mins', 'value': 4960}, 'status': 'OK'}]}], 'status': 'OK'}",111 km,1 hour 20 mins,102 km,1 hour 23 mins,80,83
47179,Duisburg,47179%2C%20Duisburg,"{
   ""destination_addresses"" : [ ""47179 Duisburg, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""258 km"",
                  ""value"" : 258067
               },
               ""duration"" : {
                  ""text"" : ""2 hours 39 mins"",
                  ""value"" : 9551
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""47179 Duisburg, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""265 km"",
                  ""value"" : 264792
               },
               ""duration"" : {
                  ""text"" : ""2 hours 47 mins"",
                  ""value"" : 10019
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['47179 Duisburg, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '258 km', 'value': 258067}, 'duration': {'text': '2 hours 39 mins', 'value': 9551}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['47179 Duisburg, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '265 km', 'value': 264792}, 'duration': {'text': '2 hours 47 mins', 'value': 10019}, 'status': 'OK'}]}], 'status': 'OK'}",258 km,2 hours 39 mins,265 km,2 hours 47 mins,159,167
56754,Möntenich,56754%2C%20Möntenich,"{
   ""destination_addresses"" : [ ""56754 M\u00f6ntenich, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""393 km"",
                  ""value"" : 392631
               },
               ""duration"" : {
                  ""text"" : ""4 hours 12 mins"",
                  ""value"" : 15093
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""56754 M\u00f6ntenich, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""399 km"",
                  ""value"" : 399356
               },
               ""duration"" : {
                  ""text"" : ""4 hours 19 mins"",
                  ""value"" : 15560
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['56754 Möntenich, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '393 km', 'value': 392631}, 'duration': {'text': '4 hours 12 mins', 'value': 15093}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['56754 Möntenich, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '399 km', 'value': 399356}, 'duration': {'text': '4 hours 19 mins', 'value': 15560}, 'status': 'OK'}]}], 'status': 'OK'}",393 km,4 hours 12 mins,399 km,4 hours 19 mins,252,259
38486,Dönitz,38486%2C%20Dönitz,"{
   ""destination_addresses"" : [ ""D\u00f6nitz, Kl\u00f6tze, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""133 km"",
                  ""value"" : 133350
               },
               ""duration"" : {
                  ""text"" : ""1 hour 35 mins"",
                  ""value"" : 5706
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""D\u00f6nitz, Kl\u00f6tze, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""124 km"",
                  ""value"" : 124197
               },
               ""duration"" : {
                  ""text"" : ""1 hour 37 mins"",
                  ""value"" : 5849
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Dönitz, Klötze, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '133 km', 'value': 133350}, 'duration': {'text': '1 hour 35 mins', 'value': 5706}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Dönitz, Klötze, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '124 km', 'value': 124197}, 'duration': {'text': '1 hour 37 mins', 'value': 5849}, 'status': 'OK'}]}], 'status': 'OK'}",133 km,1 hour 35 mins,124 km,1 hour 37 mins,95,97
38486,Immekath,38486%2C%20Immekath,"{
   ""destination_addresses"" : [ ""Immekath, 38486 Kl\u00f6tze, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""136 km"",
                  ""value"" : 136308
               },
               ""duration"" : {
                  ""text"" : ""1 hour 38 mins"",
                  ""value"" : 5897
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Immekath, 38486 Kl\u00f6tze, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""127 km"",
                  ""value"" : 127155
               },
               ""duration"" : {
                  ""text"" : ""1 hour 41 mins"",
                  ""value"" : 6040
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Immekath, 38486 Klötze, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '136 km', 'value': 136308}, 'duration': {'text': '1 hour 38 mins', 'value': 5897}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Immekath, 38486 Klötze, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '127 km', 'value': 127155}, 'duration': {'text': '1 hour 41 mins', 'value': 6040}, 'status': 'OK'}]}], 'status': 'OK'}",136 km,1 hour 38 mins,127 km,1 hour 41 mins,98,101
54689,Olmscheid,54689%2C%20Olmscheid,"{
   ""destination_addresses"" : [ ""54689 Olmscheid, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""410 km"",
                  ""value"" : 410138
               },
               ""duration"" : {
                  ""text"" : ""4 hours 28 mins"",
                  ""value"" : 16058
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""54689 Olmscheid, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""417 km"",
                  ""value"" : 416863
               },
               ""duration"" : {
                  ""text"" : ""4 hours 35 mins"",
                  ""value"" : 16526
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['54689 Olmscheid, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '410 km', 'value': 410138}, 'duration': {'text': '4 hours 28 mins', 'value': 16058}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['54689 Olmscheid, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '417 km', 'value': 416863}, 'duration': {'text': '4 hours 35 mins', 'value': 16526}, 'status': 'OK'}]}], 'status': 'OK'}",410 km,4 hours 28 mins,417 km,4 hours 35 mins,268,275
35781,Weilburg,35781%2C%20Weilburg,"{
   ""destination_addresses"" : [ ""35781 Weilburg, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""363 km"",
                  ""value"" : 362533
               },
               ""duration"" : {
                  ""text"" : ""3 hours 59 mins"",
                  ""value"" : 14366
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""35781 Weilburg, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""344 km"",
                  ""value"" : 343752
               },
               ""duration"" : {
                  ""text"" : ""3 hours 55 mins"",
                  ""value"" : 14091
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['35781 Weilburg, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '363 km', 'value': 362533}, 'duration': {'text': '3 hours 59 mins', 'value': 14366}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['35781 Weilburg, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '344 km', 'value': 343752}, 'duration': {'text': '3 hours 55 mins', 'value': 14091}, 'status': 'OK'}]}], 'status': 'OK'}",363 km,3 hours 59 mins,344 km,3 hours 55 mins,239,235
55758,Langweiler,55758%2C%20Langweiler,"{
   ""destination_addresses"" : [ ""55758 Langweiler, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""458 km"",
                  ""value"" : 457970
               },
               ""duration"" : {
                  ""text"" : ""5 hours 2 mins"",
                  ""value"" : 18146
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""55758 Langweiler, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""465 km"",
                  ""value"" : 464696
               },
               ""duration"" : {
                  ""text"" : ""5 hours 10 mins"",
                  ""value"" : 18614
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['55758 Langweiler, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '458 km', 'value': 457970}, 'duration': {'text': '5 hours 2 mins', 'value': 18146}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['55758 Langweiler, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '465 km', 'value': 464696}, 'duration': {'text': '5 hours 10 mins', 'value': 18614}, 'status': 'OK'}]}], 'status': 'OK'}",458 km,5 hours 2 mins,465 km,5 hours 10 mins,302,310
31097,Harbarnsen,31097%2C%20Harbarnsen,"{
   ""destination_addresses"" : [ ""31097, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""80.9 km"",
                  ""value"" : 80886
               },
               ""duration"" : {
                  ""text"" : ""1 hour 7 mins"",
                  ""value"" : 4010
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""31097, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""62.1 km"",
                  ""value"" : 62106
               },
               ""duration"" : {
                  ""text"" : ""1 hour 2 mins"",
                  ""value"" : 3735
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['31097, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '80.9 km', 'value': 80886}, 'duration': {'text': '1 hour 7 mins', 'value': 4010}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['31097, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '62.1 km', 'value': 62106}, 'duration': {'text': '1 hour 2 mins', 'value': 3735}, 'status': 'OK'}]}], 'status': 'OK'}",80.9 km,1 hour 7 mins,62.1 km,1 hour 2 mins,67,62
55608,Bergen,55608%2C%20Bergen,"{
   ""destination_addresses"" : [ ""55608 Bergen, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""480 km"",
                  ""value"" : 480118
               },
               ""duration"" : {
                  ""text"" : ""5 hours 13 mins"",
                  ""value"" : 18761
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""55608 Bergen, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""463 km"",
                  ""value"" : 462629
               },
               ""duration"" : {
                  ""text"" : ""5 hours 10 mins"",
                  ""value"" : 18609
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['55608 Bergen, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '480 km', 'value': 480118}, 'duration': {'text': '5 hours 13 mins', 'value': 18761}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['55608 Bergen, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '463 km', 'value': 462629}, 'duration': {'text': '5 hours 10 mins', 'value': 18609}, 'status': 'OK'}]}], 'status': 'OK'}",480 km,5 hours 13 mins,463 km,5 hours 10 mins,313,310
49448,Quernheim,49448%2C%20Quernheim,"{
   ""destination_addresses"" : [ ""49448 Quernheim, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""109 km"",
                  ""value"" : 109267
               },
               ""duration"" : {
                  ""text"" : ""1 hour 32 mins"",
                  ""value"" : 5490
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""49448 Quernheim, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""109 km"",
                  ""value"" : 109087
               },
               ""duration"" : {
                  ""text"" : ""1 hour 38 mins"",
                  ""value"" : 5893
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['49448 Quernheim, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '109 km', 'value': 109267}, 'duration': {'text': '1 hour 32 mins', 'value': 5490}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['49448 Quernheim, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '109 km', 'value': 109087}, 'duration': {'text': '1 hour 38 mins', 'value': 5893}, 'status': 'OK'}]}], 'status': 'OK'}",109 km,1 hour 32 mins,109 km,1 hour 38 mins,92,98
52459,Inden,52459%2C%20Inden,"{
   ""destination_addresses"" : [ ""52459 Inden, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""327 km"",
                  ""value"" : 326921
               },
               ""duration"" : {
                  ""text"" : ""3 hours 24 mins"",
                  ""value"" : 12249
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""52459 Inden, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""334 km"",
                  ""value"" : 333646
               },
               ""duration"" : {
                  ""text"" : ""3 hours 32 mins"",
                  ""value"" : 12717
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['52459 Inden, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '327 km', 'value': 326921}, 'duration': {'text': '3 hours 24 mins', 'value': 12249}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['52459 Inden, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '334 km', 'value': 333646}, 'duration': {'text': '3 hours 32 mins', 'value': 12717}, 'status': 'OK'}]}], 'status': 'OK'}",327 km,3 hours 24 mins,334 km,3 hours 32 mins,204,212
56288,Dudenroth,56288%2C%20Dudenroth,"{
   ""destination_addresses"" : [ ""Dudenroth, 56288 Braunshorn, Germany"" ],
   ""origin_addresses"" : [ ""Garbsen, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""422 km"",
                  ""value"" : 422016
               },
               ""duration"" : {
                  ""text"" : ""4 hours 28 mins"",
                  ""value"" : 16077
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{
   ""destination_addresses"" : [ ""Dudenroth, 56288 Braunshorn, Germany"" ],
   ""origin_addresses"" : [ ""Hanover, Germany"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""429 km"",
                  ""value"" : 428741
               },
               ""duration"" : {
                  ""text"" : ""4 hours 36 mins"",
                  ""value"" : 16545
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
","{'destination_addresses': ['Dudenroth, 56288 Braunshorn, Germany'], 'origin_addresses': ['Garbsen, Germany'], 'rows': [{'elements': [{'distance': {'text': '422 km', 'value': 422016}, 'duration': {'text': '4 hours 28 mins', 'value': 16077}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['Dudenroth, 56288 Braunshorn, Germany'], 'origin_addresses': ['Hanover, Germany'], 'rows': [{'elements': [{'distance': {'text': '429 km', 'value': 428741}, 'duration': {'text': '4 hours 36 mins', 'value': 16545}, 'status': 'OK'}]}], 'status': 'OK'}",422 km,4 hours 28 mins,429 km,4 hours 36 mins,268,276
